"Wojewodztwo";"Okres";"Rok";"Wynagrodzenie brutto";"Jednostka miary"
"ŁÓDZKIE";"II kwartał";"2016";3849.88;"zł"
"ŁÓDZKIE";"II kwartał";"2017";4052.47;"zł"
"ŁÓDZKIE";"II kwartał";"2018";4333.55;"zł"
"ŁÓDZKIE";"II kwartał";"2019";4630.92;"zł"
"ŁÓDZKIE";"II kwartał";"2020";4914.50;"zł"
"ŁÓDZKIE";"II kwartał";"2021";5459.42;"zł"
"ŁÓDZKIE";"II kwartał";"2022";5948.51;"zł"
"ŁÓDZKIE";"II kwartał";"2023";;"zł"
"ŁÓDZKIE";"III kwartał";"2005";2183.73;"zł"
"ŁÓDZKIE";"III kwartał";"2006";2268.00;"zł"
"ŁÓDZKIE";"III kwartał";"2007";2467.17;"zł"
"ŁÓDZKIE";"III kwartał";"2008";2794.39;"zł"
"ŁÓDZKIE";"III kwartał";"2009";2936.06;"zł"
"ŁÓDZKIE";"III kwartał";"2010";3082.59;"zł"
"ŁÓDZKIE";"III kwartał";"2011";3320.36;"zł"
"ŁÓDZKIE";"III kwartał";"2012";3434.55;"zł"
"ŁÓDZKIE";"III kwartał";"2013";3563.12;"zł"
"ŁÓDZKIE";"III kwartał";"2014";3672.78;"zł"
"ŁÓDZKIE";"III kwartał";"2015";3794.05;"zł"
"ŁÓDZKIE";"III kwartał";"2016";3916.10;"zł"
"ŁÓDZKIE";"III kwartał";"2017";4136.46;"zł"
"ŁÓDZKIE";"III kwartał";"2018";4494.96;"zł"
"ŁÓDZKIE";"III kwartał";"2019";4863.68;"zł"
"ŁÓDZKIE";"III kwartał";"2020";5122.87;"zł"
"ŁÓDZKIE";"III kwartał";"2021";5631.83;"zł"
"ŁÓDZKIE";"III kwartał";"2022";6392.29;"zł"
"ŁÓDZKIE";"III kwartał";"2023";;"zł"
"ŁÓDZKIE";"IV kwartał";"2005";2301.78;"zł"
"ŁÓDZKIE";"IV kwartał";"2006";2478.26;"zł"
"ŁÓDZKIE";"IV kwartał";"2007";2728.38;"zł"
"ŁÓDZKIE";"IV kwartał";"2008";2983.82;"zł"
"ŁÓDZKIE";"IV kwartał";"2009";3105.65;"zł"
"ŁÓDZKIE";"IV kwartał";"2010";3349.93;"zł"
"ŁÓDZKIE";"IV kwartał";"2011";3472.21;"zł"
"ŁÓDZKIE";"IV kwartał";"2012";3628.03;"zł"
"ŁÓDZKIE";"IV kwartał";"2013";3748.75;"zł"
"ŁÓDZKIE";"IV kwartał";"2014";3876.61;"zł"
"ŁÓDZKIE";"IV kwartał";"2015";4017.87;"zł"
"ŁÓDZKIE";"IV kwartał";"2016";4170.71;"zł"
"ŁÓDZKIE";"IV kwartał";"2017";4440.14;"zł"
"ŁÓDZKIE";"IV kwartał";"2018";4809.28;"zł"
"ŁÓDZKIE";"IV kwartał";"2019";5188.31;"zł"
"ŁÓDZKIE";"IV kwartał";"2020";5526.13;"zł"
"ŁÓDZKIE";"IV kwartał";"2021";6096.19;"zł"
"ŁÓDZKIE";"IV kwartał";"2022";6689.23;"zł"
"ŁÓDZKIE";"IV kwartał";"2023";;"zł"
"ŁÓDZKIE";"rok";"2005";2225.13;"zł"
"ŁÓDZKIE";"rok";"2006";2339.10;"zł"
"ŁÓDZKIE";"rok";"2007";2536.40;"zł"
"ŁÓDZKIE";"rok";"2008";2822.09;"zł"
"ŁÓDZKIE";"rok";"2009";2976.52;"zł"
"ŁÓDZKIE";"rok";"2010";3157.34;"zł"
"ŁÓDZKIE";"rok";"2011";3344.66;"zł"
"ŁÓDZKIE";"rok";"2012";3484.66;"zł"
"ŁÓDZKIE";"rok";"2013";3609.34;"zł"
"ŁÓDZKIE";"rok";"2014";3735.46;"zł"
"ŁÓDZKIE";"rok";"2015";3872.16;"zł"
"ŁÓDZKIE";"rok";"2016";4007.60;"zł"
"ŁÓDZKIE";"rok";"2017";4218.80;"zł"
"ŁÓDZKIE";"rok";"2018";4538.01;"zł"
"ŁÓDZKIE";"rok";"2019";4883.33;"zł"
"ŁÓDZKIE";"rok";"2020";5209.46;"zł"
"ŁÓDZKIE";"rok";"2021";5738.76;"zł"
"ŁÓDZKIE";"rok";"2022";6311.57;"zł"
"ŁÓDZKIE";"rok";"2023";;"zł"
"MAŁOPOLSKIE";"I kwartał";"2005";2409.59;"zł"
"MAŁOPOLSKIE";"I kwartał";"2006";2522.96;"zł"
"MAŁOPOLSKIE";"I kwartał";"2007";2699.22;"zł"
"MAŁOPOLSKIE";"I kwartał";"2008";2991.62;"zł"
"MAŁOPOLSKIE";"I kwartał";"2009";3211.30;"zł"
"MAŁOPOLSKIE";"I kwartał";"2010";3359.80;"zł"
"MAŁOPOLSKIE";"I kwartał";"2011";3519.12;"zł"
"MAŁOPOLSKIE";"I kwartał";"2012";3697.16;"zł"
"MAŁOPOLSKIE";"I kwartał";"2013";3774.12;"zł"
"MAŁOPOLSKIE";"I kwartał";"2014";3902.40;"zł"
"MAŁOPOLSKIE";"I kwartał";"2015";4103.62;"zł"
"MAŁOPOLSKIE";"I kwartał";"2016";4272.77;"zł"
"MAŁOPOLSKIE";"I kwartał";"2017";4486.54;"zł"
"MAŁOPOLSKIE";"I kwartał";"2018";4796.37;"zł"
"MAŁOPOLSKIE";"I kwartał";"2019";5173.45;"zł"
"MAŁOPOLSKIE";"I kwartał";"2020";5642.31;"zł"
"MAŁOPOLSKIE";"I kwartał";"2021";6079.40;"zł"
"MAŁOPOLSKIE";"I kwartał";"2022";6777.59;"zł"
"MAŁOPOLSKIE";"I kwartał";"2023";7755.61;"zł"
"MAŁOPOLSKIE";"II kwartał";"2005";2270.96;"zł"
"MAŁOPOLSKIE";"II kwartał";"2006";2379.15;"zł"
"MAŁOPOLSKIE";"II kwartał";"2007";2655.76;"zł"
"MAŁOPOLSKIE";"II kwartał";"2008";2953.77;"zł"
"MAŁOPOLSKIE";"II kwartał";"2009";3107.61;"zł"
"MAŁOPOLSKIE";"II kwartał";"2010";3200.28;"zł"
"MAŁOPOLSKIE";"II kwartał";"2011";3398.24;"zł"
"MAŁOPOLSKIE";"II kwartał";"2012";3581.54;"zł"
"MAŁOPOLSKIE";"II kwartał";"2013";3596.28;"zł"
"MAŁOPOLSKIE";"II kwartał";"2014";3683.43;"zł"
"MAŁOPOLSKIE";"II kwartał";"2015";3874.54;"zł"
"MAŁOPOLSKIE";"II kwartał";"2016";4083.58;"zł"
"MAŁOPOLSKIE";"II kwartał";"2017";4324.72;"zł"
"MAŁOPOLSKIE";"II kwartał";"2018";4638.08;"zł"
"MAŁOPOLSKIE";"II kwartał";"2019";5028.67;"zł"
"MAŁOPOLSKIE";"II kwartał";"2020";5275.39;"zł"
"MAŁOPOLSKIE";"II kwartał";"2021";5898.27;"zł"
"MAŁOPOLSKIE";"II kwartał";"2022";6665.50;"zł"
"MAŁOPOLSKIE";"II kwartał";"2023";;"zł"
"MAŁOPOLSKIE";"III kwartał";"2005";2323.69;"zł"
"MAŁOPOLSKIE";"III kwartał";"2006";2455.27;"zł"
"MAŁOPOLSKIE";"III kwartał";"2007";2694.54;"zł"
"MAŁOPOLSKIE";"III kwartał";"2008";2991.14;"zł"
"MAŁOPOLSKIE";"III kwartał";"2009";3109.13;"zł"
"MAŁOPOLSKIE";"III kwartał";"2010";3241.30;"zł"
"MAŁOPOLSKIE";"III kwartał";"2011";3465.33;"zł"
"MAŁOPOLSKIE";"III kwartał";"2012";3520.07;"zł"
"MAŁOPOLSKIE";"III kwartał";"2013";3643.99;"zł"
"MAŁOPOLSKIE";"III kwartał";"2014";3775.80;"zł"
"MAŁOPOLSKIE";"III kwartał";"2015";3938.30;"zł"
"MAŁOPOLSKIE";"III kwartał";"2016";4145.74;"zł"
"MAŁOPOLSKIE";"III kwartał";"2017";4415.87;"zł"
"MAŁOPOLSKIE";"III kwartał";"2018";4707.11;"zł"
"MAŁOPOLSKIE";"III kwartał";"2019";5155.70;"zł"
"MAŁOPOLSKIE";"III kwartał";"2020";5545.18;"zł"
"MAŁOPOLSKIE";"III kwartał";"2021";6085.01;"zł"
"MAŁOPOLSKIE";"III kwartał";"2022";6971.33;"zł"
"MAŁOPOLSKIE";"III kwartał";"2023";;"zł"
"MAŁOPOLSKIE";"IV kwartał";"2005";2371.63;"zł"
"MAŁOPOLSKIE";"IV kwartał";"2006";2623.08;"zł"
"MAŁOPOLSKIE";"IV kwartał";"2007";2922.97;"zł"
"MAŁOPOLSKIE";"IV kwartał";"2008";3141.16;"zł"
"MAŁOPOLSKIE";"IV kwartał";"2009";3209.43;"zł"
"MAŁOPOLSKIE";"IV kwartał";"2010";3400.12;"zł"
"MAŁOPOLSKIE";"IV kwartał";"2011";3533.29;"zł"
"MAŁOPOLSKIE";"IV kwartał";"2012";3632.63;"zł"
"MAŁOPOLSKIE";"IV kwartał";"2013";3750.41;"zł"
"MAŁOPOLSKIE";"IV kwartał";"2014";3915.68;"zł"
"MAŁOPOLSKIE";"IV kwartał";"2015";4160.50;"zł"
"MAŁOPOLSKIE";"IV kwartał";"2016";4212.93;"zł"
"MAŁOPOLSKIE";"IV kwartał";"2017";4590.72;"zł"
"MAŁOPOLSKIE";"IV kwartał";"2018";4901.28;"zł"
"MAŁOPOLSKIE";"IV kwartał";"2019";5472.65;"zł"
"MAŁOPOLSKIE";"IV kwartał";"2020";5843.94;"zł"
"MAŁOPOLSKIE";"IV kwartał";"2021";6363.59;"zł"
"MAŁOPOLSKIE";"IV kwartał";"2022";7201.34;"zł"
"MAŁOPOLSKIE";"IV kwartał";"2023";;"zł"
"MAŁOPOLSKIE";"rok";"2005";2344.00;"zł"
"MAŁOPOLSKIE";"rok";"2006";2495.57;"zł"
"MAŁOPOLSKIE";"rok";"2007";2741.19;"zł"
"MAŁOPOLSKIE";"rok";"2008";3020.41;"zł"
"MAŁOPOLSKIE";"rok";"2009";3159.05;"zł"
"MAŁOPOLSKIE";"rok";"2010";3300.37;"zł"
"MAŁOPOLSKIE";"rok";"2011";3478.98;"zł"
"MAŁOPOLSKIE";"rok";"2012";3579.14;"zł"
"MAŁOPOLSKIE";"rok";"2013";3691.50;"zł"
"MAŁOPOLSKIE";"rok";"2014";3819.51;"zł"
"MAŁOPOLSKIE";"rok";"2015";4019.94;"zł"
"MAŁOPOLSKIE";"rok";"2016";4178.64;"zł"
"MAŁOPOLSKIE";"rok";"2017";4454.93;"zł"
"MAŁOPOLSKIE";"rok";"2018";4761.08;"zł"
"MAŁOPOLSKIE";"rok";"2019";5207.93;"zł"
"MAŁOPOLSKIE";"rok";"2020";5577.41;"zł"
"MAŁOPOLSKIE";"rok";"2021";6107.85;"zł"
"MAŁOPOLSKIE";"rok";"2022";6906.02;"zł"
"MAŁOPOLSKIE";"rok";"2023";;"zł"
"MAZOWIECKIE";"I kwartał";"2005";3306.56;"zł"
"MAZOWIECKIE";"I kwartał";"2006";3480.06;"zł"
"MAZOWIECKIE";"I kwartał";"2007";3723.48;"zł"
"MAZOWIECKIE";"I kwartał";"2008";4128.21;"zł"
"MAZOWIECKIE";"I kwartał";"2009";4475.40;"zł"
"MAZOWIECKIE";"I kwartał";"2010";4526.81;"zł"
"MAZOWIECKIE";"I kwartał";"2011";4727.98;"zł"
"MAZOWIECKIE";"I kwartał";"2012";4802.96;"zł"
"MAZOWIECKIE";"I kwartał";"2013";4879.54;"zł"
"MAZOWIECKIE";"I kwartał";"2014";5098.44;"zł"
"MAZOWIECKIE";"I kwartał";"2015";5267.32;"zł"
"MAZOWIECKIE";"I kwartał";"2016";5435.95;"zł"
"MAZOWIECKIE";"I kwartał";"2017";5600.99;"zł"
"MAZOWIECKIE";"I kwartał";"2018";5973.72;"zł"
"MAZOWIECKIE";"I kwartał";"2019";6336.70;"zł"
"MAZOWIECKIE";"I kwartał";"2020";6780.10;"zł"
"MAZOWIECKIE";"I kwartał";"2021";7117.49;"zł"
"MAZOWIECKIE";"I kwartał";"2022";7854.69;"zł"
"MAZOWIECKIE";"I kwartał";"2023";8785.19;"zł"
"MAZOWIECKIE";"II kwartał";"2005";3188.47;"zł"
"MAZOWIECKIE";"II kwartał";"2006";3345.93;"zł"
"MAZOWIECKIE";"II kwartał";"2007";3631.27;"zł"
"MAZOWIECKIE";"II kwartał";"2008";4043.52;"zł"
"MAZOWIECKIE";"II kwartał";"2009";4236.65;"zł"
"MAZOWIECKIE";"II kwartał";"2010";4410.17;"zł"
"MAZOWIECKIE";"II kwartał";"2011";4544.77;"zł"
"MAZOWIECKIE";"II kwartał";"2012";4722.11;"zł"
"MAZOWIECKIE";"II kwartał";"2013";4735.92;"zł"
"MAZOWIECKIE";"II kwartał";"2014";4924.09;"zł"
"MAZOWIECKIE";"II kwartał";"2015";5036.68;"zł"
"MAZOWIECKIE";"II kwartał";"2016";5215.26;"zł"
"MAZOWIECKIE";"II kwartał";"2017";5459.95;"zł"
"MAZOWIECKIE";"II kwartał";"2018";5817.31;"zł"
"MAZOWIECKIE";"II kwartał";"2019";6191.57;"zł"
"MAZOWIECKIE";"II kwartał";"2020";6375.59;"zł"
"MAZOWIECKIE";"II kwartał";"2021";6899.43;"zł"
"MAZOWIECKIE";"II kwartał";"2022";7726.04;"zł"
"MAZOWIECKIE";"II kwartał";"2023";;"zł"
"MAZOWIECKIE";"III kwartał";"2005";3148.05;"zł"
"MAZOWIECKIE";"III kwartał";"2006";3326.70;"zł"
"MAZOWIECKIE";"III kwartał";"2007";3652.69;"zł"
"MAZOWIECKIE";"III kwartał";"2008";4062.18;"zł"
"MAZOWIECKIE";"III kwartał";"2009";4257.63;"zł"
"MAZOWIECKIE";"III kwartał";"2010";4262.55;"zł"
"MAZOWIECKIE";"III kwartał";"2011";4523.87;"zł"
"MAZOWIECKIE";"III kwartał";"2012";4571.83;"zł"
"MAZOWIECKIE";"III kwartał";"2013";4691.86;"zł"
"MAZOWIECKIE";"III kwartał";"2014";4852.96;"zł"
"MAZOWIECKIE";"III kwartał";"2015";5002.71;"zł"
"MAZOWIECKIE";"III kwartał";"2016";5147.24;"zł"
"MAZOWIECKIE";"III kwartał";"2017";5412.94;"zł"
"MAZOWIECKIE";"III kwartał";"2018";5788.92;"zł"
"MAZOWIECKIE";"III kwartał";"2019";6158.84;"zł"
"MAZOWIECKIE";"III kwartał";"2020";6410.59;"zł"
"MAZOWIECKIE";"III kwartał";"2021";6958.06;"zł"
"MAZOWIECKIE";"III kwartał";"2022";7880.86;"zł"
"MAZOWIECKIE";"III kwartał";"2023";;"zł"
"MAZOWIECKIE";"IV kwartał";"2005";3316.45;"zł"
"MAZOWIECKIE";"IV kwartał";"2006";3568.82;"zł"
"MAZOWIECKIE";"IV kwartał";"2007";3869.21;"zł"
"MAZOWIECKIE";"IV kwartał";"2008";4185.47;"zł"
"MAZOWIECKIE";"IV kwartał";"2009";4390.51;"zł"
"MAZOWIECKIE";"IV kwartał";"2010";4484.24;"zł"
"MAZOWIECKIE";"IV kwartał";"2011";4708.90;"zł"
"MAZOWIECKIE";"IV kwartał";"2012";4768.43;"zł"
"MAZOWIECKIE";"IV kwartał";"2013";4939.61;"zł"
"MAZOWIECKIE";"IV kwartał";"2014";5047.50;"zł"
"MAZOWIECKIE";"IV kwartał";"2015";5231.30;"zł"
"MAZOWIECKIE";"IV kwartał";"2016";5403.01;"zł"
"MAZOWIECKIE";"IV kwartał";"2017";5800.40;"zł"
"MAZOWIECKIE";"IV kwartał";"2018";6131.29;"zł"
"MAZOWIECKIE";"IV kwartał";"2019";6392.72;"zł"
"MAZOWIECKIE";"IV kwartał";"2020";6679.59;"zł"
"MAZOWIECKIE";"IV kwartał";"2021";7378.00;"zł"
"MAZOWIECKIE";"IV kwartał";"2022";8168.95;"zł"
"MAZOWIECKIE";"IV kwartał";"2023";;"zł"
"MAZOWIECKIE";"rok";"2005";3240.37;"zł"
"MAZOWIECKIE";"rok";"2006";3431.00;"zł"
"MAZOWIECKIE";"rok";"2007";3720.47;"zł"
"MAZOWIECKIE";"rok";"2008";4105.11;"zł"
"MAZOWIECKIE";"rok";"2009";4340.11;"zł"
"MAZOWIECKIE";"rok";"2010";4421.39;"zł"
"MAZOWIECKIE";"rok";"2011";4626.71;"zł"
"MAZOWIECKIE";"rok";"2012";4696.19;"zł"
"MAZOWIECKIE";"rok";"2013";4812.22;"zł"
"MAZOWIECKIE";"rok";"2014";4980.99;"zł"
"MAZOWIECKIE";"rok";"2015";5134.87;"zł"
"MAZOWIECKIE";"rok";"2016";5300.71;"zł"
"MAZOWIECKIE";"rok";"2017";5568.33;"zł"
"MAZOWIECKIE";"rok";"2018";5938.41;"zł"
"MAZOWIECKIE";"rok";"2019";6270.31;"zł"
"MAZOWIECKIE";"rok";"2020";6562.23;"zł"
"MAZOWIECKIE";"rok";"2021";7088.99;"zł"
"MAZOWIECKIE";"rok";"2022";7908.51;"zł"
"MAZOWIECKIE";"rok";"2023";;"zł"
"OPOLSKIE";"I kwartał";"2005";2385.30;"zł"
"OPOLSKIE";"I kwartał";"2006";2493.67;"zł"
"OPOLSKIE";"I kwartał";"2007";2679.68;"zł"
"OPOLSKIE";"I kwartał";"2008";2969.65;"zł"
"OPOLSKIE";"I kwartał";"2009";3177.11;"zł"
"OPOLSKIE";"I kwartał";"2010";3301.92;"zł"
"OPOLSKIE";"I kwartał";"2011";3457.01;"zł"
"OPOLSKIE";"I kwartał";"2012";3623.79;"zł"
"OPOLSKIE";"I kwartał";"2013";3688.87;"zł"
"OPOLSKIE";"I kwartał";"2014";3843.58;"zł"
"OPOLSKIE";"I kwartał";"2015";3996.34;"zł"
"OPOLSKIE";"I kwartał";"2016";4132.03;"zł"
"OPOLSKIE";"I kwartał";"2017";4277.09;"zł"
"OPOLSKIE";"I kwartał";"2018";4562.83;"zł"
"OPOLSKIE";"I kwartał";"2019";4820.89;"zł"
"OPOLSKIE";"I kwartał";"2020";5235.95;"zł"
"OPOLSKIE";"I kwartał";"2021";5685.28;"zł"
"OPOLSKIE";"I kwartał";"2022";6184.01;"zł"
"OPOLSKIE";"I kwartał";"2023";7058.21;"zł"
"OPOLSKIE";"II kwartał";"2005";2208.26;"zł"
"OPOLSKIE";"II kwartał";"2006";2322.96;"zł"
"OPOLSKIE";"II kwartał";"2007";2573.19;"zł"
"OPOLSKIE";"II kwartał";"2008";2885.32;"zł"
"OPOLSKIE";"II kwartał";"2009";3032.44;"zł"
"OPOLSKIE";"II kwartał";"2010";3127.68;"zł"
"OPOLSKIE";"II kwartał";"2011";3242.23;"zł"
"OPOLSKIE";"II kwartał";"2012";3470.31;"zł"
"OPOLSKIE";"II kwartał";"2013";3447.16;"zł"
"OPOLSKIE";"II kwartał";"2014";3610.79;"zł"
"OPOLSKIE";"II kwartał";"2015";3720.28;"zł"
"OPOLSKIE";"II kwartał";"2016";3860.85;"zł"
"OPOLSKIE";"II kwartał";"2017";4113.57;"zł"
"OPOLSKIE";"II kwartał";"2018";4333.71;"zł"
"OPOLSKIE";"II kwartał";"2019";4644.83;"zł"
"OPOLSKIE";"II kwartał";"2020";4867.25;"zł"
"OPOLSKIE";"II kwartał";"2021";5342.14;"zł"
"OPOLSKIE";"II kwartał";"2022";5988.48;"zł"
"OPOLSKIE";"II kwartał";"2023";;"zł"
"OPOLSKIE";"III kwartał";"2005";2270.75;"zł"
"OPOLSKIE";"III kwartał";"2006";2414.13;"zł"
"OPOLSKIE";"III kwartał";"2007";2669.04;"zł"
"OPOLSKIE";"III kwartał";"2008";2978.73;"zł"
"OPOLSKIE";"III kwartał";"2009";3080.86;"zł"
"OPOLSKIE";"III kwartał";"2010";3146.34;"zł"
"OPOLSKIE";"III kwartał";"2011";3336.49;"zł"
"OPOLSKIE";"III kwartał";"2012";3363.57;"zł"
"OPOLSKIE";"III kwartał";"2013";3515.52;"zł"
"OPOLSKIE";"III kwartał";"2014";3697.93;"zł"
"OPOLSKIE";"III kwartał";"2015";3776.92;"zł"
"OPOLSKIE";"III kwartał";"2016";3935.27;"zł"
"OPOLSKIE";"III kwartał";"2017";4147.62;"zł"
"OPOLSKIE";"III kwartał";"2018";4373.72;"zł"
"OPOLSKIE";"III kwartał";"2019";4787.81;"zł"
"OPOLSKIE";"III kwartał";"2020";5057.44;"zł"
"OPOLSKIE";"III kwartał";"2021";5494.64;"zł"
"OPOLSKIE";"III kwartał";"2022";6202.17;"zł"
"OPOLSKIE";"III kwartał";"2023";;"zł"
"OPOLSKIE";"IV kwartał";"2005";2191.04;"zł"
"OPOLSKIE";"IV kwartał";"2006";2535.46;"zł"
"OPOLSKIE";"IV kwartał";"2007";2807.41;"zł"
"OPOLSKIE";"IV kwartał";"2008";3079.16;"zł"
"OPOLSKIE";"IV kwartał";"2009";3151.86;"zł"
"OPOLSKIE";"IV kwartał";"2010";3262.76;"zł"
"OPOLSKIE";"IV kwartał";"2011";3451.62;"zł"
"OPOLSKIE";"IV kwartał";"2012";3453.85;"zł"
"OPOLSKIE";"IV kwartał";"2013";3622.82;"zł"
"OPOLSKIE";"IV kwartał";"2014";3736.76;"zł"
"OPOLSKIE";"IV kwartał";"2015";3958.35;"zł"
"OPOLSKIE";"IV kwartał";"2016";4132.05;"zł"
"OPOLSKIE";"IV kwartał";"2017";4378.26;"zł"
"OPOLSKIE";"IV kwartał";"2018";4639.48;"zł"
"OPOLSKIE";"IV kwartał";"2019";4943.94;"zł"
"OPOLSKIE";"IV kwartał";"2020";5350.93;"zł"
"OPOLSKIE";"IV kwartał";"2021";5886.99;"zł"
"OPOLSKIE";"IV kwartał";"2022";6631.73;"zł"
"OPOLSKIE";"IV kwartał";"2023";;"zł"
"OPOLSKIE";"rok";"2005";2262.58;"zł"
"OPOLSKIE";"rok";"2006";2441.83;"zł"
"OPOLSKIE";"rok";"2007";2682.13;"zł"
"OPOLSKIE";"rok";"2008";2977.96;"zł"
"OPOLSKIE";"rok";"2009";3110.89;"zł"
"OPOLSKIE";"rok";"2010";3208.55;"zł"
"OPOLSKIE";"rok";"2011";3372.35;"zł"
"OPOLSKIE";"rok";"2012";3439.60;"zł"
"OPOLSKIE";"rok";"2013";3568.58;"zł"
"OPOLSKIE";"rok";"2014";3722.12;"zł"
"OPOLSKIE";"rok";"2015";3863.36;"zł"
"OPOLSKIE";"rok";"2016";4015.60;"zł"
"OPOLSKIE";"rok";"2017";4228.88;"zł"
"OPOLSKIE";"rok";"2018";4477.43;"zł"
"OPOLSKIE";"rok";"2019";4799.97;"zł"
"OPOLSKIE";"rok";"2020";5130.23;"zł"
"OPOLSKIE";"rok";"2021";5601.71;"zł"
"OPOLSKIE";"rok";"2022";6251.64;"zł"
"OPOLSKIE";"rok";"2023";;"zł"
"PODKARPACKIE";"I kwartał";"2005";2169.87;"zł"
"PODKARPACKIE";"I kwartał";"2006";2241.43;"zł"
"PODKARPACKIE";"I kwartał";"2007";2421.86;"zł"
"PODKARPACKIE";"I kwartał";"2008";2640.47;"zł"
"PODKARPACKIE";"I kwartał";"2009";2821.78;"zł"
"PODKARPACKIE";"I kwartał";"2010";3056.33;"zł"
"PODKARPACKIE";"I kwartał";"2011";3199.65;"zł"
"PODKARPACKIE";"I kwartał";"2012";3364.05;"zł"
"PODKARPACKIE";"I kwartał";"2013";3476.90;"zł"
"PODKARPACKIE";"I kwartał";"2014";3607.33;"zł"
"PODKARPACKIE";"I kwartał";"2015";3732.71;"zł"
"PODKARPACKIE";"I kwartał";"2016";3863.69;"zł"
"PODKARPACKIE";"I kwartał";"2017";4018.90;"zł"
"PODKARPACKIE";"I kwartał";"2018";4244.78;"zł"
"PODKARPACKIE";"I kwartał";"2019";4544.47;"zł"
"PODKARPACKIE";"I kwartał";"2020";4862.83;"zł"
"PODKARPACKIE";"I kwartał";"2021";5310.65;"zł"
"PODKARPACKIE";"I kwartał";"2022";5718.77;"zł"
"PODKARPACKIE";"I kwartał";"2023";6447.47;"zł"
"PODKARPACKIE";"II kwartał";"2005";2019.63;"zł"
"PODKARPACKIE";"II kwartał";"2006";2127.38;"zł"
"PODKARPACKIE";"II kwartał";"2007";2349.92;"zł"
"PODKARPACKIE";"II kwartał";"2008";2629.03;"zł"
"PODKARPACKIE";"II kwartał";"2009";2750.22;"zł"
"PODKARPACKIE";"II kwartał";"2010";2834.47;"zł"
"PODKARPACKIE";"II kwartał";"2011";3008.55;"zł"
"PODKARPACKIE";"II kwartał";"2012";3239.60;"zł"
"PODKARPACKIE";"II kwartał";"2013";3238.81;"zł"
"PODKARPACKIE";"II kwartał";"2014";3373.31;"zł"
"PODKARPACKIE";"II kwartał";"2015";3453.42;"zł"
"PODKARPACKIE";"II kwartał";"2016";3617.17;"zł"
"PODKARPACKIE";"II kwartał";"2017";3771.52;"zł"
"PODKARPACKIE";"II kwartał";"2018";4006.32;"zł"
"PODKARPACKIE";"II kwartał";"2019";4321.43;"zł"
"PODKARPACKIE";"II kwartał";"2020";4468.89;"zł"
"PODKARPACKIE";"II kwartał";"2021";5040.07;"zł"
"PODKARPACKIE";"II kwartał";"2022";5463.46;"zł"
"PODKARPACKIE";"II kwartał";"2023";;"zł"
"PODKARPACKIE";"III kwartał";"2005";2091.06;"zł"
"PODKARPACKIE";"III kwartał";"2006";2183.21;"zł"
"PODKARPACKIE";"III kwartał";"2007";2392.35;"zł"
"PODKARPACKIE";"III kwartał";"2008";2675.91;"zł"
"PODKARPACKIE";"III kwartał";"2009";2807.82;"zł"
"PODKARPACKIE";"III kwartał";"2010";2921.73;"zł"
"PODKARPACKIE";"III kwartał";"2011";3075.04;"zł"
"PODKARPACKIE";"III kwartał";"2012";3171.55;"zł"
"PODKARPACKIE";"III kwartał";"2013";3343.96;"zł"
"PODKARPACKIE";"III kwartał";"2014";3434.73;"zł"
"PODKARPACKIE";"III kwartał";"2015";3568.04;"zł"
"PODKARPACKIE";"III kwartał";"2016";3684.41;"zł"
"PODKARPACKIE";"III kwartał";"2017";3858.61;"zł"
"PODKARPACKIE";"III kwartał";"2018";4161.38;"zł"
"PODKARPACKIE";"III kwartał";"2019";4462.73;"zł"
"PODKARPACKIE";"III kwartał";"2020";4711.12;"zł"
"PODKARPACKIE";"III kwartał";"2021";5126.34;"zł"
"PODKARPACKIE";"III kwartał";"2022";5747.92;"zł"
"PODKARPACKIE";"III kwartał";"2023";;"zł"
"PODKARPACKIE";"IV kwartał";"2005";2153.18;"zł"
"PODKARPACKIE";"IV kwartał";"2006";2326.07;"zł"
"PODKARPACKIE";"IV kwartał";"2007";2525.78;"zł"
"PODKARPACKIE";"IV kwartał";"2008";2774.69;"zł"
"PODKARPACKIE";"IV kwartał";"2009";2908.91;"zł"
"PODKARPACKIE";"IV kwartał";"2010";3069.21;"zł"
"PODKARPACKIE";"IV kwartał";"2011";3199.88;"zł"
"PODKARPACKIE";"IV kwartał";"2012";3295.35;"zł"
"PODKARPACKIE";"IV kwartał";"2013";3426.26;"zł"
"PODKARPACKIE";"IV kwartał";"2014";3571.09;"zł"
"PODKARPACKIE";"IV kwartał";"2015";3671.54;"zł"
"PODKARPACKIE";"IV kwartał";"2016";3836.50;"zł"
"PODKARPACKIE";"IV kwartał";"2017";4028.88;"zł"
"PODKARPACKIE";"IV kwartał";"2018";4346.97;"zł"
"PODKARPACKIE";"IV kwartał";"2019";4618.04;"zł"
"PODKARPACKIE";"IV kwartał";"2020";5033.11;"zł"
"PODKARPACKIE";"IV kwartał";"2021";5486.07;"zł"
"PODKARPACKIE";"IV kwartał";"2022";6109.00;"zł"
"PODKARPACKIE";"IV kwartał";"2023";;"zł"
"PODKARPACKIE";"rok";"2005";2108.46;"zł"
"PODKARPACKIE";"rok";"2006";2219.58;"zł"
"PODKARPACKIE";"rok";"2007";2422.96;"zł"
"PODKARPACKIE";"rok";"2008";2680.01;"zł"
"PODKARPACKIE";"rok";"2009";2821.70;"zł"
"PODKARPACKIE";"rok";"2010";2970.29;"zł"
